DNI,Nombre,Apellido,edad,gender,Perdida de conciencia,Respira,Movilidad Reducida,Dolor
541377468,Pat,Kuhwald,98,M,False,False,False,False
929808109,Keelby,Ernke,58,M,False,True,False,False
901881263,Karina,Olenchenko,6,F,False,True,False,False
495402596,Charita,Fowden,9,F,True,True,True,False
477840472,Falito,Harefoot,52,M,False,False,False,False
893415732,Kelly,Ginie,58,F,False,False,True,False
570660782,Aubrey,Connichie,85,F,False,True,True,False
244560311,Iago,Hasty,61,M,True,True,False,False
598906071,Moise,Hugle,97,M,True,True,False,False
768651493,Igor,Tooze,17,M,False,True,False,False
254875207,Dido,Rotlauf,80,F,False,True,False,False
155294364,Ashlie,Sein,56,F,True,True,False,False
005588518,Wakefield,Dee,85,M,False,True,False,False
917130960,Saundra,Ogan,83,M,False,True,False,False
957152048,Rivalee,Leeke,34,F,False,True,False,False
040800575,Northrop,Domnin,86,M,False,True,False,False
414303710,Sander,Renad,93,M,False,True,True,False
440740547,Melba,Cominello,58,F,True,True,True,False
715421377,Brnaba,Blacker,71,M,False,True,False,True
034350958,Colan,Eccleston,51,M,False,False,False,False
738532011,Carin,Sexcey,78,F,False,True,False,False
406857224,Kimberlee,Booeln,82,F,False,False,False,False
815273101,Ephraim,Overy,37,M,False,True,False,False
411301511,Curtice,Lamke,51,M,False,True,False,False
361041695,Elita,Maclaine,45,F,False,True,False,False
562442113,Faydra,Rampley,26,F,False,True,False,False
055910612,Ariel,Fulks,10,F,False,True,False,False
786204997,Othello,Satterlee,7,M,False,True,True,False
446051518,Gardie,Le Gassick,88,M,False,True,False,False
376635034,Lynnet,Gander,79,F,False,True,False,False
098221723,Boy,Gittis,21,M,False,True,False,False
052346395,Duke,Habert,85,M,False,True,False,False
912689220,Hayyim,Konzelmann,73,M,False,True,False,False
674876877,Hendrick,Proudler,49,M,False,True,False,False
916155620,Blinnie,Bedome,94,F,False,True,False,False
758979136,Sherm,Cliff,55,M,False,True,False,False
624744257,Emmye,Carlin,63,F,False,True,False,False
602847518,Torrance,Vorley,2,M,False,True,True,True
359909406,Clo,Botright,29,F,False,True,False,False
833424323,Brigida,Sackes,54,F,False,True,False,False
433678521,Dell,Hutchinson,1,M,False,True,False,True
291446249,Adorne,Cescot,41,F,False,True,False,False
126885968,Phylis,Carlett,100,F,False,True,False,False
252801505,Joe,Peggram,31,M,False,True,False,True
066702421,Violetta,Welbelove,38,F,False,True,False,False
473031423,Normie,Possek,63,M,False,True,False,False
861889290,Mag,Godlee,33,F,False,True,False,False
661239350,Haze,McBrearty,13,M,False,True,False,True
162414030,Reba,Castiglio,80,F,False,False,False,False
867805223,Devlin,Spiller,74,M,False,True,False,False
203255703,Felice,Reveley,66,F,False,True,False,False
355294947,Brigid,MacScherie,28,F,False,True,True,False
177270284,Elli,Koschek,7,F,False,True,False,False
157859766,Staffard,Figure,57,M,False,True,False,False
639329731,Henry,Gebbe,34,M,False,True,False,False
317221432,Dale,Garrie,41,M,False,True,True,False
298144114,Fleming,Galloway,7,M,False,True,False,False
679780419,Jodie,Trow,8,F,False,True,False,False
459022478,Hank,Prendergrass,16,M,False,True,False,False
403117077,Benedetto,Huckfield,87,M,False,True,False,False
104912579,Quincy,McKibben,47,M,False,True,False,False
577413410,Matthaeus,Brierley,18,M,False,True,False,False
769145069,Trista,Mc Curlye,88,F,False,True,False,False
751194743,Kristo,Becker,62,M,False,True,False,False
347008189,Myron,Willcox,5,M,True,True,False,False
690607825,Niels,Tyndall,14,M,True,False,False,False
113883091,Fernanda,Aguirrezabala,82,F,False,True,False,False
641944863,Sander,Magee,47,M,False,True,False,True
360312400,Kimball,Tillot,15,M,False,False,False,False
370615501,Alfonse,Bangiard,46,M,False,True,False,False
133679875,Venus,Duigenan,48,F,False,True,False,False
288440116,Jillie,Poynor,46,F,False,True,False,False
089837350,Rolando,Connick,49,M,False,True,False,False
303117389,Rowan,Tureville,9,M,False,True,False,False
755085017,Eli,Dunbavin,59,M,False,True,False,False
152887703,Elvira,Pinkard,100,F,False,True,False,True
564512215,Jobi,Tarbath,62,F,False,False,False,False
401861228,Marleen,Biggin,25,F,False,True,False,False
779991376,Lewes,Colleymore,2,M,False,True,False,False
571961566,Riannon,Hartridge,88,F,False,True,False,False
007667524,Rudolf,Gubbins,30,M,False,True,False,False
575418473,Rey,Botly,56,F,False,True,False,False
956209530,Maxie,Crome,88,M,False,True,False,False
279141355,Ailene,Duckitt,66,F,False,True,False,False
701282992,Cordelia,Miquelet,16,F,False,False,False,False
280466861,Nolan,Coppock.,61,M,False,True,False,False
631874493,Sven,Timmons,62,M,False,True,False,False
788866678,Hollis,Lias,73,M,False,True,False,False
803222170,Chad,Piff,9,M,False,True,False,False
707849090,Fonsie,Mulchrone,54,M,False,True,False,False
251279603,Florenza,Farnie,33,F,True,True,False,False
701564719,Nikoletta,Ryding,78,F,False,True,False,True
863084760,Ferrel,Dalgarnocht,57,M,False,True,False,False
387664398,Frazer,Idwal Evans,28,M,False,True,False,False
970759900,Keith,Escott,77,M,False,True,False,False
141109159,Halli,Tibbits,37,F,False,True,False,False
207513072,Bartholemy,Clyma,88,M,False,True,True,False
574834441,Dermot,Culross,80,M,False,True,False,False
043875039,Shannah,Stathor,63,F,False,True,False,False
658666683,Mayer,Troy,99,M,False,True,False,False
205585253,Christy,Lerner,55,M,False,True,False,False
212476932,Barrett,Fripp,61,M,True,True,True,False
422036240,Mariele,Kloster,32,F,True,True,False,False
256700313,Harmon,Farrall,1,M,False,True,True,False
295185783,Glynnis,Ginity,53,F,False,True,False,False
316681564,Eric,Seery,60,M,True,True,False,False
039379345,Alis,Cardoso,92,F,False,True,False,True
441330930,Marcello,Alfwy,25,M,False,True,False,False
850995779,Olivero,Aldham,57,M,False,True,False,False
148731424,Meade,Harries,22,M,False,True,False,False
259894498,Hagen,Croley,64,M,False,True,True,False
521005859,Odella,Enochsson,83,F,False,True,False,False
754013301,Darren,Brome,11,M,False,True,False,False
031099945,Leanora,Dufore,48,F,False,False,False,False
470301447,Dillie,Berrow,31,M,False,False,False,False
017718628,Carny,Peacham,67,M,False,True,False,False
023636892,Findley,Hotchkin,75,M,False,True,False,False
254768957,Gregoire,Glassman,63,M,False,True,False,False
688841384,Dalis,Maydway,28,M,False,True,False,False
525836540,Annnora,Laundon,68,F,False,True,True,False
823387185,Althea,Scyone,11,F,False,False,False,False
849837691,Mercie,Normavell,2,F,False,True,False,False
750800393,Niels,Gelsthorpe,100,M,False,True,False,True
405408689,Juline,Longmore,7,F,False,True,False,False
903102191,Leyla,Smurthwaite,79,F,False,True,False,False
923233375,Oates,Bayns,42,M,False,True,False,True
995805902,Lenna,Lanning,61,F,False,True,False,True
908110954,Korry,Rolance,71,F,False,False,False,False
944041210,Ailey,Ladbury,24,F,False,True,False,False
697312485,Katina,Goudge,12,F,False,True,False,False
496075088,Iorgo,Halvosen,89,M,False,True,False,False
183104739,Hugh,Cuthill,93,M,False,True,False,False
367889483,Rock,Cockshtt,12,M,False,True,False,False
392814919,Laura,Gwyther,44,F,False,True,False,False
131661423,Alanna,Dulson,49,F,False,True,False,False
820344521,Rice,Ballendine,13,M,False,True,False,False
828734927,Rich,Casaroli,56,M,False,True,False,False
802466090,Ofella,Marchello,17,F,False,True,False,False
277584939,Thaddus,Jakubovits,50,M,False,True,False,False
498892653,Isiahi,McKeurtan,93,M,False,True,False,False
903618901,Modestia,Winstone,3,F,False,False,False,True
864233850,Hastings,Sailes,22,M,False,True,False,False
909888546,Ginger,Stairmond,18,F,False,True,False,False
478101402,Yolande,Everix,81,F,False,True,False,False
772882361,Theresita,Parkeson,100,F,False,True,False,False
258227177,Arnaldo,Sizzey,72,M,False,True,False,False
051252377,Patrice,Keets,88,F,False,True,False,False
502499476,Rozina,Fidler,18,F,True,True,False,False
845716840,Dana,Kumar,68,F,False,True,False,False
176005671,Tremaine,Braithwaite,86,M,False,True,False,False
810816098,Freemon,Caston,72,M,True,True,False,False
618311762,Nichols,Priestley,43,M,False,True,False,True
123622313,Terra,Terran,85,F,False,True,True,False
024947943,Way,Golbourn,44,M,False,True,False,False
533060193,Rozamond,Jedrychowski,3,F,False,True,False,False
925813484,Nikkie,Klicher,38,F,False,True,False,False
636228145,Vi,Bremond,33,F,False,True,False,False
122859391,Lilith,Acors,42,F,False,True,False,False
031926328,Owen,Jamot,93,M,False,True,False,False
990418787,Rubin,Berriball,12,M,False,True,False,False
104249269,Bridie,Sherville,92,F,False,True,False,False
941016917,Barnard,Filler,60,M,False,True,False,False
802571589,Inigo,McColm,71,M,False,True,False,False
268794753,Carley,Fullilove,45,F,False,True,False,False
813863404,Paolina,Hadlington,70,F,False,True,True,False
228955710,Isaak,Popeley,86,M,False,True,False,False
982232605,Talbert,Artois,33,M,False,False,False,False
502214055,Renee,Duchesne,45,F,False,False,False,False
919071280,Ev,Phelipeaux,52,M,False,True,False,False
480239832,Chandal,Call,46,F,False,True,False,True
130467158,Jannelle,De Metz,17,F,False,True,False,False
108621883,Zebedee,Brunsden,49,M,False,True,False,False
264712956,Glenine,Nucci,41,F,True,True,True,False
762536497,Kandy,Tranter,87,F,False,True,False,False
915246875,Cart,Junifer,5,M,False,True,False,True
376538042,Britney,Caseborne,2,F,False,True,False,False
764525911,Alessandro,Huncote,22,M,True,True,False,False
083856566,Stavro,Negus,94,M,False,True,False,False
073917557,Arline,Spray,39,F,False,True,False,False
335720584,Mill,Blakemore,2,M,False,True,False,False
290355066,Stacie,Yakubovich,69,F,False,True,False,False
422197416,Olia,Wyllie,89,F,False,True,False,False
103380377,Aileen,Thebe,10,F,False,True,False,False
378634504,Alvie,Spottiswoode,79,M,False,True,False,False
868872455,Gabie,Magog,79,M,False,True,False,False
814217668,Kelvin,Allenby,41,M,False,True,False,False
429059207,Annecorinne,Northill,41,F,False,True,False,False
310384282,Ivette,Yeats,81,F,False,True,False,False
185912054,Karmen,Troughton,3,F,False,True,False,False
477865491,Caralie,Cartner,17,F,False,True,True,False
830191385,Ortensia,Tinniswood,66,F,False,True,False,False
452495237,Olin,Worley,51,M,True,True,False,True
356778872,Guilbert,Husk,58,M,False,True,False,False
260999643,Gretta,Penner,87,F,True,True,False,False
719124069,Ingrid,Pittock,93,F,False,True,False,False
067000068,Samuel,Cuningham,16,M,False,True,False,True
576753294,Margy,McQuode,49,F,False,True,False,False
008915783,Haily,Aggs,27,M,False,True,False,False
976252781,Florian,Revens,70,M,False,True,False,False
686125437,Sharia,Klaggeman,26,F,False,True,False,False
513321988,Avrit,Dan,79,F,False,True,False,False
567677420,Allyson,Flode,100,F,False,True,False,False
980813271,Gerrie,Van Geffen,87,M,False,True,False,False
772623492,Sancho,Viggars,17,M,False,True,False,False
894366078,Fern,Eadmeads,9,F,False,True,False,False
306592813,Ignazio,Peedell,20,M,False,True,False,False
829026640,Simon,Rottenbury,26,M,False,True,True,False
704927827,Ingemar,Gilhooley,90,M,False,False,False,False
194233640,Karlis,MacQuaker,47,M,False,True,False,False
646024941,Pablo,Meekings,92,M,False,True,False,False
286020060,Reginald,Jowett,65,M,False,True,False,False
165953256,Katuscha,Plose,97,F,False,True,False,False
503291394,Max,Keeffe,31,F,False,True,False,False
044144580,Estevan,Morando,89,M,False,True,False,False
546278227,Charley,Marrow,53,M,False,True,False,False
971727656,Edik,Chasmar,24,M,False,True,False,False
929538689,Zahara,Hollows,82,F,False,True,False,False
552899248,Carmelita,Matiewe,25,F,False,False,False,True
038134200,Griffith,Bartolomucci,78,M,False,True,False,False
796596262,Truman,Fishley,1,M,False,True,False,False
815483560,Debbie,Willey,64,F,False,True,False,False
706993892,Vivie,Fitzsimon,60,F,False,True,False,False
996951509,Cad,Illidge,12,M,False,True,False,False
771132997,Torrey,Rymill,91,M,False,True,False,False
285457923,Rachelle,Cartman,9,F,False,True,False,False
387702973,Clotilda,Crumb,5,F,False,True,False,False
564093794,Stesha,Ciobotaro,80,F,False,True,False,False
126637860,Janene,Liddyard,1,F,False,False,False,False
259391799,Niven,Pecht,55,M,False,True,False,False
870129551,Marti,Manilove,55,F,False,True,False,False
562661220,Bradly,Leas,98,M,False,True,False,False
045315872,Desi,Rumbelow,55,M,True,True,False,True
850789903,Verena,Barti,25,F,False,True,False,False
697569943,Isidora,Elmhurst,22,F,False,True,False,False
289777943,Paige,Chatwood,93,M,False,True,False,False
505148049,Fidelia,Abrahams,67,F,False,True,False,False
771459631,Roselin,Trudgion,41,F,False,True,False,False
735802092,Creight,Ulrik,87,M,True,True,False,False
042007432,Morgana,Ionnidis,10,F,True,True,False,False
156747522,Frederique,Rosenbloom,27,F,False,True,False,False
337976387,Jameson,Icom,41,M,True,True,False,False
734085307,Tallie,Giffen,84,M,False,True,False,False
007127115,Fairlie,Weeke,49,M,True,True,False,False
229573007,Whitman,Dani,48,M,False,True,False,False
560989772,Osborn,Farres,90,M,False,True,False,False
854152014,Yehudi,Fivey,95,M,False,True,False,False
924501123,Paten,Pellew,98,M,False,True,False,False
030044832,Elden,Camier,39,M,False,True,False,True
751160334,Elaine,Mohan,23,F,False,True,False,False
078124752,Rozamond,Itter,59,F,False,False,False,False
211345835,Jo-ann,Blew,51,F,False,True,False,False
235379480,Keith,Grinston,96,M,False,True,False,False
875916302,Beatriz,Jackways,91,F,False,True,False,False
004157326,Vic,Doddemeade,21,M,False,True,False,False
792354739,Derron,Lared,12,M,False,True,False,False
106179888,Lay,Roof,75,M,False,True,False,False
570196268,Catherina,Lightoller,60,F,False,True,False,False
769284459,Paquito,Kubicka,46,M,False,True,False,False
192672406,Reinwald,Tod,57,M,False,True,False,False
157801446,Desiri,Slocumb,77,F,False,True,False,False
475867274,Orion,Tenbrug,23,M,False,True,False,False
376009124,Adriane,Mc Meekin,92,F,False,True,False,False
534428520,Errol,MacCracken,53,M,False,True,False,False
505286014,Edgard,Nickless,92,M,False,False,False,False
037256286,Ferrell,Walbrook,77,M,False,True,False,False
308912345,Alexandros,Jakeman,49,M,False,True,False,False
924457298,Wayland,Dockerty,52,M,False,True,False,False
699485663,Christy,Wiszniewski,11,M,False,True,False,False
276648532,Leroi,Ciciotti,82,M,False,True,False,False
899359079,Heddi,Beldan,49,F,False,True,False,True
519601327,Jeno,Loddy,46,M,False,True,False,False
211514709,Heriberto,Gadson,67,M,False,True,False,False
566001221,Rogers,Grimes,90,M,False,True,True,False
891508527,Delano,Branigan,2,M,False,True,False,False
469610037,Alvin,Aicken,54,M,False,True,False,False
118046402,Del,Hunter,3,M,False,True,False,False
450729956,Jacquie,Le Port,89,F,False,True,False,False
795981820,Kati,Faulkener,3,F,False,True,False,False
736596936,Nelle,Lismore,81,F,False,True,False,False
730643089,Daron,Ivanov,66,F,False,True,False,False
658376049,Mikaela,Giblin,20,F,False,True,True,False
275126748,Ulises,Cowley,84,M,False,True,False,False
533975198,Avivah,Sandry,14,F,False,True,False,False
020721697,Cosetta,O' Driscoll,85,F,False,True,False,False
578065715,Jimmie,Bramah,8,M,False,True,False,False
446810115,Fidelio,Tennick,72,M,True,False,False,False
531515988,Ludvig,Hallitt,24,M,False,True,False,False
811937789,Aubrette,Joan,94,F,False,True,False,False
427009377,Jeralee,De Vaan,71,F,False,True,False,False
108744095,Dominga,East,34,F,False,True,False,False
245853416,Clair,Brumble,71,M,False,True,False,False
045347272,Em,Aylott,16,M,True,True,True,False
429041870,Hanson,Grave,43,M,False,False,False,False
627645683,Gardiner,Hughill,7,M,False,True,False,False
969802459,Brier,Dewitt,4,F,False,True,False,False
598976487,Bryan,Aldersley,46,M,False,True,False,False
818159416,Benjamen,Turbefield,41,M,False,True,False,False
765165665,Olag,Graham,30,M,False,True,False,False
832336869,Angus,Antonov,95,M,False,True,False,False
393031011,Wolf,Ege,17,M,False,True,False,False
770463338,Romy,Pearcey,99,F,False,True,False,False
244823270,Yvon,Abbes,62,M,True,True,False,False
503058757,Mitchell,Tinn,26,M,False,True,True,False
375925556,Damita,Orto,97,F,False,True,False,False
207076026,Alfredo,Dosedale,46,M,False,True,False,False
493510922,Lori,Swithenby,54,F,False,True,False,True
598453540,Kristoforo,Hagston,89,M,True,True,False,True
202204501,Netty,Wimlet,69,F,True,False,False,False
848049912,Brandtr,Axon,79,M,True,True,False,False
493217275,Borg,Heake,44,M,False,True,False,False
455716779,Bentley,Viggars,46,M,False,True,False,False
893606554,Gage,Jancar,80,M,True,True,False,False
427065428,Dody,Ousbie,20,F,False,True,False,False
852139657,Jean,Dymidowski,33,M,False,True,False,False
644349721,Dewain,Maden,65,M,False,True,False,False
819172455,Randolph,Saywell,50,M,False,True,True,False
589009174,Glenna,Kopf,89,F,False,False,False,False
546676005,Sharity,Kilpin,58,F,False,True,False,False
975390994,Denver,Bassindale,11,M,False,True,False,False
036825548,Timmie,Ferris,53,F,False,False,False,False
555666678,Marcie,Duncan,8,F,False,True,True,False
544542833,Kippar,Skirlin,62,M,False,True,False,True
464660221,Moria,Rozec,88,F,False,True,False,True
941354440,Basilio,Swinford,27,M,False,True,False,False
307343279,Ophelie,Dredge,15,F,False,True,False,False
629176886,Gretel,Millwall,22,F,False,False,False,False
945719352,Rockie,Woolgar,94,M,False,True,True,False
082295594,Rochester,Domnin,78,M,False,True,False,False
253263716,Hollie,Joe,64,F,False,True,False,False
317198876,Pearl,Rosenbusch,39,F,False,True,False,False
226983429,Luelle,Shires,37,F,False,True,True,False
538106052,Beilul,Nouch,85,F,False,True,False,False
361569272,Manny,Braidman,16,M,False,True,False,False
041233066,Calida,Marchi,88,F,False,True,False,False
064143120,Truda,Gammell,74,F,False,True,False,False
224361218,Lennard,Brittain,85,M,True,True,False,False
037217625,Eugenio,Oxe,52,M,True,True,False,False
499680998,Latrina,Killough,8,F,False,True,False,False
109244481,Othelia,Churchlow,86,F,False,True,False,False
738638992,Randi,Pershouse,53,F,False,True,False,False
074118918,Barbabra,Ewbach,78,F,False,True,False,False
377955916,Brien,Callington,49,M,False,True,False,False
419290183,Ives,Leggis,61,M,False,True,False,False
510188404,Dmitri,Adelberg,71,M,False,True,False,False
942255942,Nanice,Barneveld,31,F,False,True,False,False
059442026,Myrtia,Feldharker,51,F,False,True,False,True
689600620,Corabel,Izkoveski,66,F,False,True,False,True
736460499,Roger,Eberdt,94,M,False,True,True,False
908261209,Royall,Proudlove,59,M,True,True,False,False
761440727,Wally,Mohammad,36,M,False,True,False,False
702125518,Dorthea,Huxster,57,F,True,True,False,False
769635230,Brewer,Oldam,38,M,True,True,False,False
896559039,Chaddie,Sauven,52,M,False,True,False,False
258570728,Wileen,Plumm,92,F,True,True,False,False
542867691,Paulette,Tomini,83,F,False,True,False,False
757466121,Allegra,Fairbeard,53,F,False,False,False,True
992027098,Vonnie,Fridlington,32,F,False,False,False,False
451198349,Hadrian,Mangeot,59,M,False,True,False,True
648531904,Hillary,Demanche,46,M,True,True,False,False
076649303,Cinderella,Lamswood,20,F,False,True,False,False
519455875,Paolina,Manass,81,F,True,True,False,False
017053141,Niel,Camellini,8,M,False,True,False,True
107643934,Shana,Maty,91,F,False,True,False,False
841997261,Dana,MacAllester,13,M,False,True,False,False
446676307,Hewie,Hannibal,56,M,False,True,False,False
082417382,Derrik,Gierke,43,M,False,True,False,False
685370592,Don,Laise,30,M,False,True,False,False
110329317,Nev,Soppitt,19,M,False,True,False,False
474897258,Kurt,Marchent,3,M,False,True,False,False
151337790,Konstantine,Molen,47,M,False,True,False,False
753755492,Tildy,Camacho,7,F,False,True,False,False
123891232,Constantine,Ackrill,17,M,False,False,False,False
772002251,Aindrea,Parrington,8,F,False,True,False,False
121906518,Garnet,Burnyate,31,F,False,True,False,False
233509023,Lindsay,Fiorentino,19,M,False,True,False,False
740305527,Wanids,Rowsell,34,F,False,True,False,True
414140994,Noella,De Freyne,62,F,False,True,False,False
362560539,Gerhardine,Haysman,30,F,False,True,False,False
334484447,Caria,Sculley,99,F,False,True,False,False
953181458,Corbie,Dispencer,10,M,False,True,True,False
795810213,Annora,Ingerfield,89,F,False,True,False,False
618804769,Sargent,Ghidini,20,M,False,True,False,False
546851456,Deloria,Strongman,29,F,False,False,False,False
295386696,Susy,MacMickan,36,F,False,True,False,False
763211583,Gannon,Delouch,10,M,False,True,True,False
127417889,Eadmund,Atmore,90,M,False,True,False,False
766621317,Christin,Flancinbaum,61,F,False,True,False,False
162755236,Averell,Vanni,65,M,True,True,False,False
969324369,Aveline,Mitcheson,20,F,False,True,False,False
664577783,Brittaney,Greggs,69,F,False,False,False,False
083141477,Whitaker,Fleet,40,M,False,True,False,False
477069338,Ramon,Walklate,30,M,True,True,False,False
335140275,Al,Amdohr,20,M,False,True,False,True
631608235,Ives,Minucci,31,M,True,True,False,False
673953729,Genevra,Aleso,72,F,False,True,False,False
257906108,Aldridge,O'Hagan,79,M,False,True,False,False
714033982,Hildagarde,Kettleson,83,F,False,True,False,False
669200336,Mora,Grigoryev,74,F,False,True,False,False
450010927,Barbara,Rispen,100,F,False,True,False,False
946701251,Link,Valenti,49,M,False,True,True,False
698691815,Brigham,Kilmister,67,M,False,True,False,False
093297857,Luciano,Burfield,31,M,False,True,False,True
554889753,Birk,Doumerque,50,M,False,True,False,False
839256938,Buffy,Ackery,89,F,False,True,False,False
611332898,Sandi,Bardill,1,F,False,True,False,False
008199233,Corbet,Aldie,8,M,False,True,False,False
992363042,Fairlie,Virgoe,65,M,True,True,False,False
008008881,Ann,Keynes,85,F,True,True,False,False
416324333,Sybilla,Rowen,100,F,False,True,False,False
839299750,Mervin,McCallion,93,M,False,True,False,False
390630134,Lenora,Simony,13,F,False,True,False,False
103390013,Franny,Ivashintsov,66,F,False,True,False,False
637695898,Nanette,Adolthine,58,F,False,True,False,False
455456983,Blake,Mitkov,80,M,False,True,False,False
353208888,Mariejeanne,Caplen,2,F,True,True,False,True
946566595,Ronny,Gerrish,91,M,False,True,False,False
788174390,Terrel,Wooding,19,M,False,True,True,True
629016306,Ramsay,Arguile,83,M,False,True,False,False
830308410,Armin,Gilloran,75,M,False,True,False,False
579388229,Nealson,Burley,24,M,False,True,False,False
881299919,Zora,Jeandet,20,F,False,True,False,False
481340698,Dame,Ericsson,18,M,False,True,False,False
751120007,Georgianne,Swaite,35,F,False,True,False,True
084770394,Burt,Atwater,25,M,False,True,False,False
147962253,Joan,Pietruschka,49,F,False,True,False,False
266251817,Free,Whife,15,M,False,True,False,False
462193709,Justin,Glasheen,83,M,False,True,False,False
308237725,Keelby,Rafferty,77,M,False,True,False,False
138448113,Carlynn,Gawke,7,F,False,True,False,False
317062677,Ahmed,Catlin,11,M,False,True,False,False
773779055,Rabbi,Collopy,45,M,False,True,False,False
577286627,Terencio,Connett,14,M,False,True,False,False
103456543,Lettie,McVee,57,F,False,True,False,False
496538125,Crystie,Hanbidge,72,F,False,True,False,False
356782544,Cathrine,Proom,99,F,False,True,False,False
164530606,Arther,Knok,78,M,False,True,False,True
279762356,Fabien,Senogles,37,M,False,True,False,False
133559325,Virgil,Novello,38,M,False,False,False,False
543554881,Llewellyn,Haill,5,M,False,True,True,False
363335743,Talyah,Obell,11,F,False,True,False,False
278156719,Rockwell,Tinner,54,M,False,True,False,False
809609581,Arnaldo,Bispham,72,M,False,True,False,False
412755209,Asia,Hirjak,20,F,False,True,True,False
572953899,Butch,Coniam,60,M,False,True,False,False
521571534,Leelah,Merkel,57,F,False,True,False,False
810764141,Antons,Droghan,16,M,False,True,False,False
467165525,Wallas,Madigan,29,M,False,True,True,False
863830905,Rodolph,Coper,33,M,False,True,False,False
828241283,Dionis,Pessolt,59,F,False,True,False,False
146741317,Frayda,Niven,32,F,False,True,False,False
999706595,Randy,Jury,68,M,False,True,False,False
022583101,Godiva,Leddie,89,F,False,True,False,False
302134472,Ingrim,Skeels,87,M,False,True,False,True
224434811,Terence,Kitney,72,M,False,True,False,False
753378542,Augustine,Bozworth,80,M,False,True,False,False
868416568,Hendrik,Zannotelli,76,M,False,True,True,False
646619050,Quintin,Whorf,96,M,False,True,False,False
297504056,Jeramey,McGill,30,M,False,True,False,False
461936937,Donni,Harnetty,80,F,False,True,False,False
972144775,Iona,Kaliszewski,56,F,False,True,False,False
579257689,Bradney,Otridge,47,M,False,True,False,False
600909294,Sheba,Hamflett,100,F,False,True,False,True
750412790,Karalee,Hicklingbottom,38,F,False,True,False,False
247335439,Mirna,Cromley,28,F,False,False,False,False
829443358,Zoe,Prestie,72,F,False,True,False,False
397697663,Dicky,Fairclough,85,M,False,True,False,False
382253812,Rubina,Gateman,20,F,False,True,True,False
868365136,Phip,Hawkey,65,M,False,True,False,False
744713455,Sarine,Devo,78,F,False,True,False,False
947463642,Kelvin,Baldam,21,M,False,True,False,False
301201894,Noll,Scoular,58,M,False,True,False,False
